Job Title,Base Pay,Overtime Pay,Other Pay,Benefits,Total Pay,Pension Debt,Total Pay & Benefits
General Laborer Supervisor 1,96076.65,22868.84,9543.3,34547.15,128488.79,0.0,163035.94
Transit Operator,93631.95,19932.93,12448.55,37016.91,126013.43,0.0,163030.34
Transit Operator,92729.8,25613.97,8656.82,36021.5,127000.59,0.0,163022.09
Hospital Elig Wrk Supervisor,120465.03,3660.64,1150.0,37735.68,125275.67,0.0,163011.35
Assistant Engineer,139498.74,0.0,0.0,23504.77,139498.74,0.0,163003.51
"Investigator, Police Accountab",124545.03,0.0,0.0,38445.64,124545.03,0.0,162990.67
Public Defender'S Investigator,124545.02,0.0,0.0,38445.64,124545.02,0.0,162990.66
Public Defender'S Investigator,124545.0,0.0,0.0,38445.64,124545.0,0.0,162990.64
Public Defender'S Investigator,124545.0,0.0,0.0,38445.64,124545.0,0.0,162990.64
"Investigator, Police Accountab",124545.0,0.0,0.0,38445.64,124545.0,0.0,162990.64
Medical Social Worker,123751.84,0.0,1000.0,38231.19,124751.84,0.0,162983.03
Transit Training Specialist,113877.76,6988.14,3260.01,38851.8,124125.91,0.0,162977.71
Licensed Vocational Nurse,88300.06,41442.43,2895.97,30301.14,132638.46,0.0,162939.6
Transit Operator,89469.05,26769.27,11411.6,35285.33,127649.92,0.0,162935.25
Legal Assistant,119923.02,5979.07,0.0,37029.18,125902.09,0.0,162931.27
Transit Operator,92423.5,24037.88,10257.25,36207.86,126718.63,0.0,162926.49
Asphalt Worker,86858.52,26822.56,16462.88,32777.01,130143.96,0.0,162920.97
Hospital Eligibility Worker,77211.86,50001.61,5142.65,30561.45,132356.12,0.0,162917.57
Electrical Transit System Mech,114382.3,7435.36,1667.54,39431.29,123485.2,0.0,162916.49
Engineering Associate 2,125047.02,0.0,0.0,37867.54,125047.02,0.0,162914.56
Truck Driver,103528.16,9046.97,12941.92,37395.93,125517.05,0.0,162912.98
Senior Management Assistant,123019.7,0.0,1452.22,38440.7,124471.92,0.0,162912.62
Transit Operator,92076.5,25616.22,9319.82,35890.52,127012.54,0.0,162903.06
Automotive Service Worker,85039.61,32126.19,13006.12,32723.65,130171.92,0.0,162895.57
Behavioral Health Clinician,124311.01,177.34,0.0,38405.56,124488.35,0.0,162893.91
Special Nurse,138770.41,15847.6,8255.22,0.0,162873.23,0.0,162873.23
Trans Safety Specialist,110362.8,0.0,18659.18,33844.0,129021.98,0.0,162865.98
Transit Operator,105655.07,13295.09,3685.54,40226.43,122635.7,0.0,162862.13
Special Nurse,140105.33,0.0,2980.32,19771.99,143085.65,0.0,162857.64
General Laborer,85093.49,44563.27,1831.43,31367.5,131488.19,0.0,162855.69
Behavioral Health Clinician,123613.54,0.0,1000.0,38225.58,124613.54,0.0,162839.12
Community Police Services Aide,89648.55,34456.98,5461.86,33266.83,129567.39,0.0,162834.22
Truck Driver,109226.08,15226.9,807.0,37556.71,125259.98,0.0,162816.69
Porter,75344.0,51996.95,4778.61,30686.03,132119.56,0.0,162805.59
Nurse Practitioner,120775.45,1023.9,8384.57,32602.26,130183.92,0.0,162786.18
Sr Community Dev Spec 2,124397.0,0.0,0.0,38385.18,124397.0,0.0,162782.18
Senior Administrative Analyst,124271.68,0.0,750.0,37758.68,125021.68,0.0,162780.36
Health Program Coordinator 3,123989.5,0.0,1500.0,37286.86,125489.5,0.0,162776.36
Statnry Eng Water Treat Plant,124966.63,1854.46,12466.26,23480.64,139287.35,0.0,162767.99
Manager I,120134.61,0.0,0.0,42624.32,120134.61,0.0,162758.93
Transit Fare Inspector,93427.5,27396.14,7643.39,34277.87,128467.03,0.0,162744.9
Health Program Coordinator 3,125406.04,0.0,0.0,37331.21,125406.04,0.0,162737.25
"Marriage, Family & Child Cnslr",122831.58,0.0,1777.65,38127.27,124609.23,0.0,162736.5
Transit Operator,113528.3,2757.03,7629.48,38815.67,123914.81,0.0,162730.48
Park Section Supervisor,105629.01,18034.92,4458.16,34597.46,128122.09,0.0,162719.55
Medical Social Worker,124316.91,0.0,0.0,38400.52,124316.91,0.0,162717.43
Medical Social Worker,124316.9,0.0,0.0,38400.51,124316.9,0.0,162717.41
It Operations Support Admn Iii,119209.5,0.0,6600.15,36907.36,125809.65,0.0,162717.01
Child Support Officer Iii,124311.02,0.0,0.0,38405.55,124311.02,0.0,162716.57
Rehabilitation Svcs Coord,121156.5,0.0,3150.0,38404.61,124306.5,0.0,162711.11
Purchaser,124588.62,0.0,0.0,38101.94,124588.62,0.0,162690.56
Sr Payroll & Personnel Clerk,101204.01,26277.23,750.0,34459.02,128231.24,0.0,162690.26
Human Services Technician,91610.5,36433.27,1560.0,33086.2,129603.77,0.0,162689.97
Librarian 2,122001.74,0.0,2643.51,38044.4,124645.25,0.0,162689.65
Protective Services Worker,122013.11,655.15,2533.22,37468.09,125201.48,0.0,162669.57
Registered Nurse,132413.3,465.31,2469.0,27310.73,135347.61,0.0,162658.34
Contract Compliance Officer 1,123259.2,0.0,1560.0,37836.37,124819.2,0.0,162655.57
Arborist Technician,109486.0,5536.41,12197.02,35423.04,127219.43,0.0,162642.47
Nutritionist,125184.27,0.0,2573.84,34876.51,127758.11,0.0,162634.62
Senior Human Resources Analyst,127704.5,0.0,0.0,34928.1,127704.5,0.0,162632.6
Transit Operator,91879.22,25336.54,9501.45,35890.05,126717.21,0.0,162607.26
Behavioral Health Clinician,104863.72,16997.43,5046.15,35686.75,126907.3,0.0,162594.05
Carpenter,115431.0,5788.68,2468.5,38903.36,123688.18,0.0,162591.54
Transit Operator,92745.0,19883.24,13136.62,36825.9,125764.86,0.0,162590.76
Senior Human Resources Analyst,124748.5,0.0,0.0,37829.49,124748.5,0.0,162577.99
Transit Operator,87884.23,33196.95,7485.72,34005.25,128566.9,0.0,162572.15
Behavioral Health Clinician,124311.01,0.0,1015.0,37242.52,125326.01,0.0,162568.53
Stationary Engineer,117560.0,6274.35,0.0,38703.04,123834.35,0.0,162537.39
Health Program Coordinator 3,125656.63,0.0,0.0,36846.49,125656.63,0.0,162503.12
Transit Operator,86359.89,33865.92,8430.5,33841.29,128656.31,0.0,162497.6
Automotive Machinist,104366.4,8400.01,12022.24,37708.52,124788.65,0.0,162497.17
Behavioral Health Clinician,114648.02,0.0,10239.69,37592.1,124887.71,0.0,162479.81
Transit Operator,96246.63,26383.66,3352.99,36496.35,125983.28,0.0,162479.63
Transit Operator,90900.1,33249.82,3772.74,34551.88,127922.66,0.0,162474.54
Manager I,124701.7,0.0,0.0,37760.77,124701.7,0.0,162462.47
Special Nurse,162279.36,0.0,181.09,0.0,162460.45,0.0,162460.45
Registered Nurse,109122.87,18710.96,4432.12,30185.95,132265.95,0.0,162451.9
Truck Driver,109226.04,517.1,13058.6,39649.35,122801.74,0.0,162451.09
"Claims Investigator, Ca",123057.11,12.0,1560.0,37801.54,124629.11,0.0,162430.65
Transit Operator,93167.36,28481.63,5279.18,35502.18,126928.17,0.0,162430.35
Senior Management Assistant,123025.56,0.0,1040.01,38363.83,124065.57,0.0,162429.4
Senior Management Assistant,123025.53,0.0,1040.0,38363.82,124065.53,0.0,162429.35
Senior Management Assistant,123025.52,0.0,1040.0,38363.82,124065.52,0.0,162429.34
Senior Management Assistant,123025.5,0.0,1040.0,38363.82,124065.5,0.0,162429.32
Senior Administrative Analyst,125363.5,0.0,0.0,37055.32,125363.5,0.0,162418.82
Electrical Transit System Mech,114813.0,8249.15,45.0,39308.24,123107.15,0.0,162415.39
Protective Services Worker,110966.51,13137.99,4387.97,33908.91,128492.47,0.0,162401.38
"Stationary Eng, Sewage Plant",123023.37,0.02,0.0,39376.75,123023.39,0.0,162400.14
Pr Administrative Analyst,126190.11,0.0,0.0,36207.08,126190.11,0.0,162397.19
Human Resources Analyst,124616.51,0.0,0.0,37779.91,124616.51,0.0,162396.42
Pharmacy Technician,110251.5,10393.5,5091.66,36657.2,125736.66,0.0,162393.86
Transit Operator,91407.59,24574.65,10544.8,35863.57,126527.04,0.0,162390.61
Transit Operator,93414.73,27288.57,5847.84,35837.72,126551.14,0.0,162388.86
General Laborer,85093.5,41239.19,4274.4,31781.48,130607.09,0.0,162388.57
Health Program Coordinator 3,123721.5,0.0,1000.0,37664.72,124721.5,0.0,162386.22
Rehabilitation Svcs Coord,121156.51,0.0,2866.3,38355.89,124022.81,0.0,162378.7
Transit Operator,91538.08,27325.95,8011.58,35498.05,126875.61,0.0,162373.66
Behavioral Health Clinician,123460.99,0.0,750.0,38156.35,124210.99,0.0,162367.34
Sewer Service Worker,119426.46,9.33,3582.66,39348.02,123018.45,0.0,162366.47
"Investigator, Police Accountab",124077.18,0.0,0.0,38288.28,124077.18,0.0,162365.46
Senior Administrative Analyst,124584.5,0.0,0.0,37770.29,124584.5,0.0,162354.79
Porter Supervisor 1,99193.01,20014.14,6830.67,36308.56,126037.82,0.0,162346.38
Power Generation Technician 1,104183.06,17085.16,3225.72,37846.08,124493.94,0.0,162340.02
Electrical Transit System Mech,114813.0,6188.24,1755.36,39576.99,122756.6,0.0,162333.59
Community Police Services Aide,90817.24,29914.56,7737.93,33849.33,128469.73,0.0,162319.06
Transit Operator,93439.0,24448.48,8177.43,36252.64,126064.91,0.0,162317.55
Pr Administrative Analyst,126311.24,0.0,0.0,36003.39,126311.24,0.0,162314.63
Auto Body & Fender Wrk Sprv 1,97294.03,18766.38,14594.17,31633.05,130654.58,0.0,162287.63
Behavioral Health Clinician,123101.4,0.0,1000.0,38185.28,124101.4,0.0,162286.68
Protective Services Worker,123556.05,443.35,0.0,38275.72,123999.4,0.0,162275.12
Transit Operator,91362.19,24848.43,10243.68,35818.92,126454.3,0.0,162273.22
Manager I,103776.04,0.0,29978.0,28517.7,133754.04,0.0,162271.74
It Operations Support Admn Iii,119209.51,0.0,6149.88,36907.37,125359.39,0.0,162266.76
Junior Engineer,123518.89,364.13,750.0,37632.13,124633.02,0.0,162265.15
Truck Driver,109226.05,7365.45,7803.23,37849.66,124394.73,0.0,162244.39
Sheriff'S Cadet,69139.03,57827.99,4246.51,31029.87,131213.53,0.0,162243.4
Program Specialist,113801.41,11706.31,110.0,36622.29,125617.72,0.0,162240.01
Electrical Transit System Mech,114813.0,7415.21,600.0,39405.22,122828.21,0.0,162233.43
Speech Pathologist,125338.86,0.0,2615.0,34267.8,127953.86,0.0,162221.66
Transit Operator,93301.94,25763.44,7148.06,36001.2,126213.44,0.0,162214.64
Transit Operator,92736.5,30325.15,3881.82,35270.67,126943.47,0.0,162214.14
Senior Management Assistant,123025.5,0.0,1000.0,38186.03,124025.5,0.0,162211.53
Police Officer 3,88288.83,2008.94,44621.85,24682.86,134919.62,2587.7,162190.18
Senior Street Inspector,117888.04,7622.14,0.0,36675.27,125510.18,0.0,162185.45
Behavioral Health Clinician,121930.36,0.0,2310.0,37924.6,124240.36,0.0,162164.96
Painter,106227.51,36429.57,1163.75,18342.36,143820.83,0.0,162163.19
Transit Operator,92895.16,26633.21,6835.8,35794.83,126364.17,0.0,162159.0
Training Officer,119895.06,1264.88,0.0,36963.12,121159.94,4035.31,162158.37
Electronic Maintenance Tech,129078.5,10672.86,750.0,21654.12,140501.36,0.0,162155.48
Electrical Transit System Mech,114213.0,8644.55,75.0,39217.65,122932.55,0.0,162150.2
Transit Operator,93327.5,22125.77,10169.74,36524.16,125623.01,0.0,162147.17
Hsa Sr Eligibility Worker,102661.92,21737.22,2600.0,35146.5,126999.14,0.0,162145.64
Behavioral Health Clinician,123191.01,0.0,750.0,38201.6,123941.01,0.0,162142.61
Senior Management Assistant,123032.85,0.0,0.0,39103.25,123032.85,0.0,162136.1
Senior Management Assistant,123025.51,0.0,0.0,39109.47,123025.51,0.0,162134.98
Senior Management Assistant,123025.51,0.0,0.0,39109.47,123025.51,0.0,162134.98
Senior Management Assistant,122967.0,0.0,1000.0,38167.12,123967.0,0.0,162134.12
Transit Supervisor,105421.65,8498.31,9131.35,39079.61,123051.31,0.0,162130.92
Parking Control Officer,92849.19,25730.26,7612.25,35934.65,126191.7,0.0,162126.35
Transit Operator,92407.14,25668.8,8203.11,35837.26,126279.05,0.0,162116.31
Certified Nursing Assistant,88203.5,40927.22,1265.0,31715.26,130395.72,0.0,162110.98
Is Business Analyst,124166.5,0.0,750.0,37187.59,124916.5,0.0,162104.09
Is Business Analyst,124166.5,0.0,750.0,37187.59,124916.5,0.0,162104.09
Eligibility Worker Supervisor,115449.02,9763.06,0.0,36879.92,125212.08,0.0,162092.0
Medical Social Worker,123824.84,0.0,0.0,38264.74,123824.84,0.0,162089.58
Commercial Div Asst Sprv,112107.01,0.0,0.0,49977.49,112107.01,0.0,162084.5
"Claims Investigator, Ca",125887.2,0.0,0.0,36195.03,125887.2,0.0,162082.23
Museum Guard,84120.0,45196.75,1040.02,31718.71,130356.77,0.0,162075.48
Rehabilitation Svcs Coord,121156.52,0.0,2600.0,38310.6,123756.52,0.0,162067.12
Transit Operator,93241.6,29021.21,4269.03,35528.32,126531.84,0.0,162060.16
Manager I,128385.01,0.0,0.0,33669.51,128385.01,0.0,162054.52
Certified Nursing Assistant,90298.8,37890.5,1405.0,32453.73,129594.3,0.0,162048.03
Employment & Training Spec 5,123745.5,0.0,0.0,38299.01,123745.5,0.0,162044.51
Sr. Community Devl Spc 1,123758.0,0.0,0.0,38284.94,123758.0,0.0,162042.94
Deputy Sheriff (Sfers),111614.41,0.0,9859.74,36437.46,121474.15,4130.95,162042.56
Senior Human Resources Analyst,139092.89,0.0,0.0,22945.35,139092.89,0.0,162038.24
Licensed Vocational Nurse,99506.69,19535.86,7853.7,35135.52,126896.25,0.0,162031.77
Transit Operator,90011.5,26004.21,10636.69,35377.12,126652.4,0.0,162029.52
Transit Operator,94334.28,28755.34,3211.17,35719.19,126300.79,0.0,162019.98
Automotive Mechanic,100546.65,6962.08,17233.74,37274.73,124742.47,0.0,162017.2
Stationary Engineer,116477.25,5173.24,1735.01,38629.55,123385.5,0.0,162015.05
Medical Social Worker,121320.36,0.0,2560.0,38133.1,123880.36,0.0,162013.46
Sr Payroll & Personnel Clerk,101204.02,23768.26,2310.0,34724.83,127282.28,0.0,162007.11
Senior Administrative Analyst,124247.5,0.0,0.0,37754.91,124247.5,0.0,162002.41
Biologist,120891.51,0.0,3938.74,37163.36,124830.25,0.0,161993.61
Landscape Architect Assoc 1,124064.16,253.74,0.0,37660.28,124317.9,0.0,161978.18
Behavioral Health Clinician,121345.29,0.0,2825.0,37802.12,124170.29,0.0,161972.41
Porter,75344.01,47767.79,7664.54,31177.07,130776.34,0.0,161953.41
Assistant Engineer,138609.57,0.0,0.0,23342.9,138609.57,0.0,161952.47
Automotive Mechanic,108798.51,151.49,13487.85,39509.44,122437.85,0.0,161947.29
Eligibility Worker Supervisor,109501.35,15951.48,540.0,35944.94,125992.83,0.0,161937.77
Transit Operator,88987.5,28821.2,9359.91,34755.51,127168.61,0.0,161924.12
Accountant Iii,123567.05,0.0,750.0,37600.69,124317.05,0.0,161917.74
Nutritionist,122101.69,0.0,2560.0,37253.57,124661.69,0.0,161915.26
Protective Services Worker,112749.92,494.55,11200.16,37445.03,124444.63,0.0,161889.66
Hsa Sr Eligibility Worker,102657.03,21474.89,2600.0,35150.71,126731.92,0.0,161882.63
Attorney (Civil/Criminal),131588.58,0.0,0.0,30284.49,131588.58,0.0,161873.07
Stationary Engineer,117560.0,5603.4,0.0,38703.04,123163.4,0.0,161866.44
Manager Ii,122336.51,0.0,6416.66,33108.12,128753.17,0.0,161861.29
Behavioral Health Clinician,122856.98,0.0,1000.0,37979.27,123856.98,0.0,161836.25
Automotive Mechanic,106464.26,11539.16,6282.6,37537.35,124286.02,0.0,161823.37
Licensed Vocational Nurse,99774.9,15990.65,10463.87,35591.95,126229.42,0.0,161821.37
General Laborer,85093.5,44421.3,1070.55,31230.36,130585.35,0.0,161815.71
Transit Operator,93494.11,30072.22,2876.29,35369.97,126442.62,0.0,161812.59
Community Police Services Aide,90429.02,32740.71,5135.03,33495.91,128304.76,0.0,161800.67
Junior Management Assistant,94310.9,34251.8,0.0,33231.34,128562.7,0.0,161794.04
Public Relations Officer,125380.4,0.0,0.0,36413.13,125380.4,0.0,161793.53
Electrical Transit System Mech,114813.01,6656.21,870.0,39453.99,122339.22,0.0,161793.21
Estate Investigator,115150.55,1348.77,8814.7,36474.34,125314.02,0.0,161788.36
Emt/Paramedic/Firefighter,84367.15,32767.93,9893.6,31714.03,127028.68,3044.09,161786.8
Sprv Clincal Psychologist,127485.12,0.0,0.0,34292.72,127485.12,0.0,161777.84
Electrical Transit System Mech,114784.88,6576.9,960.0,39452.11,122321.78,0.0,161773.89
Transit Operator,88178.69,33269.2,6502.59,33818.08,127950.48,0.0,161768.56
"Claims Investigator, Ca",125712.01,0.0,0.0,36055.72,125712.01,0.0,161767.73
Fusion Welder,120014.82,0.0,2265.0,39478.45,122279.82,0.0,161758.27
"Investigator, Police Accountab",123591.53,0.0,0.0,38146.03,123591.53,0.0,161737.56
Transit Operator,91881.14,25356.16,8789.34,35710.5,126026.64,0.0,161737.14
Transit Operator,92801.04,24105.32,8721.52,36098.61,125627.88,0.0,161726.49
Electrical Transit System Mech,114213.01,8264.78,30.0,39211.38,122507.79,0.0,161719.17
Automotive Mechanic,108785.26,4913.01,9249.39,38769.89,122947.66,0.0,161717.55
Accountant Iii,124035.51,0.0,0.0,37679.97,124035.51,0.0,161715.48
Auto Svc Wrk Asst Sprv,94760.04,17646.32,12375.76,36932.21,124782.12,0.0,161714.33
"Station Agent, Muni Railway",96593.9,26489.78,3504.97,35114.38,126588.65,0.0,161703.03
Senior Administrative Analyst,125208.72,0.0,0.0,36491.53,125208.72,0.0,161700.25
Stores & Equip Asst Sprv,107417.71,16849.14,1742.0,35689.29,126008.85,0.0,161698.14
Junior Engineer,123518.59,546.2,0.0,37632.07,124064.79,0.0,161696.86
Electrical Transit System Mech,114213.01,8264.78,0.0,39205.91,122477.79,0.0,161683.7
Transit Operator,93206.48,19853.09,11861.71,36753.24,124921.28,0.0,161674.52
Nutritionist,122101.71,0.0,2310.0,37253.58,124411.71,0.0,161665.29
Nutritionist,122101.71,0.0,2310.0,37253.57,124411.71,0.0,161665.28
Transit Operator,93439.0,27289.64,5202.07,35728.48,125930.71,0.0,161659.19
Chef,89058.13,37397.75,2555.99,32643.69,129011.87,0.0,161655.56
Truck Driver,109226.04,10882.06,3521.36,38020.03,123629.46,0.0,161649.49
Senior Management Assistant,123357.6,0.0,0.0,38266.78,123357.6,0.0,161624.38
Pharmacy Technician,90445.17,22364.37,18947.38,29863.28,131756.92,0.0,161620.2
Transit Operator,91382.5,27558.78,7347.91,35328.3,126289.19,0.0,161617.49
Emt/Paramedic/Firefighter,87276.06,35079.65,5380.37,30856.44,127736.08,3009.14,161601.66
Epidemiologist 2,137382.54,0.0,750.0,23464.83,138132.54,0.0,161597.37
Sr Behavioral Health Clinicn,121772.17,0.0,2310.0,37513.4,124082.17,0.0,161595.57
Transit Operator,93618.92,24453.97,7374.55,36139.06,125447.44,0.0,161586.5
Pharmacy Technician,109420.15,15015.85,1382.43,35761.2,125818.43,0.0,161579.63
Health Program Coordinator 3,121514.54,0.0,2560.0,37503.23,124074.54,0.0,161577.77
Sr Behavioral Health Clinicn,123132.15,0.0,750.0,37695.52,123882.15,0.0,161577.67
Librarian 2,121665.74,0.0,1701.13,38210.24,123366.87,0.0,161577.11
Behavioral Health Clinician,123235.24,0.0,265.0,38073.28,123500.24,0.0,161573.52
Senior Management Assistant,123151.51,0.0,180.0,38241.74,123331.51,0.0,161573.25
General Laborer Supervisor 1,96076.52,25007.19,6469.94,34019.12,127553.65,0.0,161572.77
Sr Community Dev Spec 2,123957.57,0.0,0.0,37610.23,123957.57,0.0,161567.8
Automotive Service Worker,87587.7,22540.97,17499.69,33936.65,127628.36,0.0,161565.01
Custodial Assistant Supervisor,82886.5,37867.95,9479.91,31330.2,130234.36,0.0,161564.56
Registered Nurse,106736.8,1233.76,19617.67,33975.73,127588.23,0.0,161563.96
Transit Training Specialist,106198.3,13228.01,4823.26,37312.8,124249.57,0.0,161562.37
Certified Nursing Assistant,62623.18,65640.29,5678.58,27614.41,133942.05,0.0,161556.46
Attorney (Civil/Criminal),130330.0,0.0,0.0,31225.41,130330.0,0.0,161555.41
Eligibility Worker Supervisor,117213.03,5345.03,1560.0,37433.49,124118.06,0.0,161551.55
"Electrl Trnst Mech, Asst Sprv",117261.01,1521.13,2625.0,40142.17,121407.14,0.0,161549.31
Physician Specialist,129001.17,0.0,2859.69,29687.19,131860.86,0.0,161548.05
Locksmith,117471.29,2300.23,2632.73,39130.94,122404.25,0.0,161535.19
Sterile Processing & Dist Tech,97815.54,25965.96,3490.27,34260.33,127271.77,0.0,161532.1
Planner 3,125907.87,0.0,0.0,35619.04,125907.87,0.0,161526.91
Transit Operator,93139.85,25852.11,6657.15,35872.19,125649.11,0.0,161521.3
Transit Operator,89193.3,28275.75,9225.74,34815.89,126694.79,0.0,161510.68
Senior Estate Investigator,123811.14,0.0,0.0,37699.24,123811.14,0.0,161510.38
Senior Estate Investigator,123811.14,0.0,0.0,37699.24,123811.14,0.0,161510.38
Eligibility Worker Supervisor,113801.42,8057.09,2600.0,37048.75,124458.51,0.0,161507.26
Transit Operator,90576.02,24761.09,10584.37,35575.09,125921.48,0.0,161496.57
Accountant Iii,124011.5,0.0,0.0,37462.77,124011.5,0.0,161474.27
Automotive Service Worker,87638.5,20893.57,18744.27,34196.85,127276.34,0.0,161473.19
Transit Operator,92910.87,25102.36,7505.27,35953.03,125518.5,0.0,161471.53
Transit Operator,92881.28,27025.15,5926.01,35633.19,125832.44,0.0,161465.63
Estate Investigator,115139.59,10107.48,0.0,36217.74,125247.07,0.0,161464.81
Training Officer,119907.01,568.18,0.0,36952.94,120475.19,4033.3,161461.43
Senior Real Property Appraiser,122625.62,0.0,1200.0,37634.69,123825.62,0.0,161460.31
Senior Administrative Analyst,123767.51,0.0,0.0,37679.61,123767.51,0.0,161447.12
Automotive Mechanic,108798.5,9818.86,4802.02,38024.46,123419.38,0.0,161443.84
Transit Operator,92837.04,20886.36,11211.06,36493.94,124934.46,0.0,161428.4
Medical Records Tech Sprv,111563.02,11402.37,2040.0,36406.06,125005.39,0.0,161411.45
Community Police Services Aide,90164.55,27694.05,9415.44,34135.54,127274.04,0.0,161409.58
Electrical Transit System Mech,114813.03,5951.95,1155.0,39488.8,121919.98,0.0,161408.78
